#{"t_start": 1529880873.161601, "env_id": "Breakout-ramNoFrameskip-v4"}
r,l,t
2.0,221,837.37933
1.0,153,837.910615
9.0,347,839.082578
5.0,321,840.160765
16.0,324,841.254599
9.0,327,842.364039
0.0,124,842.785941
1.0,162,843.33298
0.0,123,843.754756
11.0,297,844.770449
5.0,355,845.958029
1.0,476,847.551885
6.0,299,848.567578
1.0,179,849.176995
3.0,244,850.005184
5.0,424,851.427144
11.0,497,853.099131
8.0,494,854.771161
1.0,153,855.286777
1.0,174,855.864941
2.0,218,856.614991
6.0,670,858.865143
4.0,359,860.068347
10.0,722,862.490385
2.0,277,863.427948
0.0,137,863.896729
2.0,182,864.52178
3.0,262,865.402575
1.0,199,866.074486
1.0,300,867.090178
4.0,330,868.199627
9.0,413,869.590345
5.0,409,870.965447
8.0,277,871.903
7.0,393,873.231213
0.0,125,873.653118
4.0,282,874.606315
0.0,137,875.075087
0.0,229,875.840763
10.0,843,878.653451
3.0,398,879.997302
0.0,234,880.778604
4.0,896,883.778795
1.0,488,885.419529
12.0,1129,889.201042
14.0,510,890.904293
4.0,609,892.935656
4.0,356,894.138873
3.0,1015,897.514088
10.0,828,900.27992
1.0,312,901.328408
1.0,745,903.828585
6.0,336,904.953651
1.0,210,905.672459
1.0,311,906.719404
1.0,403,908.063234
3.0,596,910.063367
8.0,599,912.063512
4.0,1171,915.970023
1.0,972,919.220241
1.0,267,920.126543
0.0,127,920.548444
1.0,3717,932.924282
4.0,261,933.79933
3.0,875,936.733849
7.0,691,939.030878
0.0,125,939.452782
2.0,500,941.124768
1.0,178,941.734194
2.0,367,942.968641
0.0,126,943.390545
6.0,894,946.375119
8.0,446,947.875219
4.0,296,948.875287
5.0,311,949.922231
9.0,408,951.281708
9.0,400,952.625548
2.0,179,953.234963
9.0,403,954.594429
11.0,469,956.157025
1.0,152,956.672683
0.0,125,957.110212
1.0,176,957.704002
5.0,327,958.813451
9.0,407,960.173017
3.0,340,961.297993
4.0,320,962.391816
3.0,268,963.282511
4.0,246,964.126307
9.0,327,965.220131
3.0,230,966.001432
1.0,174,966.595223
0.0,125,967.032754
1.0,153,967.564037
1.0,154,968.095334
1.0,153,968.65786
1.0,255,969.517293
3.0,248,970.345474
1.0,203,971.03964
0.0,129,971.492796
5.0,345,972.649123
11.0,552,974.492996
2.0,322,975.571193
1.0,263,976.461878
1.0,161,977.0088
4.0,314,978.071361
4.0,431,979.508957
1.0,465,981.071648
2.0,261,981.946629
3.0,237,982.759186
2.0,294,983.743625
1.0,250,984.587431
1.0,256,985.446855
1.0,557,987.321978
3.0,326,988.415803
0.0,250,989.259687
2.0,197,989.931539
1.0,163,990.478439
1.0,295,991.478507
0.0,330,992.57233
2.0,258,993.447388
1.0,263,994.338073
1.0,215,995.056872
0.0,182,995.681914
3.0,247,996.510093
11.0,267,997.416404
0.0,263,998.307089
6.0,652,1000.479191
0.0,347,1001.635437
1.0,153,1002.166722
